appid,name,year,developer,platforms,num_ratings,positive_rate,multi_player,single_player,genre,theme,special
851940,Dirt Bike Insanity,2018,dev4play,windows,8,0.375,0,1,"['3', '9', '12']",,
851980,Ball Grabbers,2018,Part Time Monkey,windows,19,0.789473684,1,0,"['0', '3', '7', '12']",['14'],['1']
852050,Sky Dodge,2018,Nekyau Games,windows,9,0.777777778,0,1,"['3', '7']",,
852060,Hell in Paradise,2018,Nekyau Games,windows,19,0.473684211,0,1,"['0', '3', '7']",,
852070,Froggy BOI,2018,Nekyau Games,windows,22,0.863636364,0,1,"['0', '3', '7']",,
852080,Gardener the Ripper,2018,Nekyau Games,windows,28,0.428571429,0,1,"['0', '3', '7']",,
852110,RetroMaze,2018,Durven Studios,windows,200,0.97,0,1,"['3', '7']",['0'],
852160,Jack the Barbarian,2018,Cloaz Studio,windows,29,0.724137931,0,1,"['2', '3', '4', '7']",,
852180,Bunker Rush,2018,Luxuria,windows,11,0.454545455,0,1,"['0', '1', '2', '3', '8']",,
852190,10 seconds,2018,Zynk Software,windows,3,1,1,1,"['0', '3', '7']",,
852250,Danger Room VR,2018,The Game Forger,windows,16,0.875,0,1,"['0', '3', '7']",,
852310,Omega Commando,2018,yellaUmbrella Productions,windows;mac,1,1,0,1,"['0', '3']",,
852320,HOLONGLIDE,2018,divisivesoftware,windows,1,1,0,1,"['3', '7']",,['1']
852340,King Rabbit,2019,RareSloth,windows;mac,69,0.913043478,0,1,"['0', '2', '3', '7', '13']",,
852390,SwordBounce,2018,GogglesKitty,windows,13,0.923076923,0,1,"['0', '3']",['0'],['4']
852450,The Stray Cat,2018,EugeneLee,windows,8,0.625,0,1,"['0', '3', '7', '8', '12']",,
852500,WorldQuest,2018,William Xu;Alex Raita,windows,75,0.666666667,1,0,"['0', '1', '3', '4']",,['2']
852530,Atex Brawl,2018,Innuendo Squad Studios,windows,5,1,1,1,"['0', '3', '12']",['14'],
852570,A Tale of Pirates: a Dummy Mutiny,2018,Studio Clangore,windows,3,0.666666667,0,1,"['0', '3']",,['0']
852590,Alone In The Forest VR,2018,Ovidiu Chis,windows,2,0.5,0,1,"['0', '3']",['0'],
852630,Keiko Everlasting,2018,Matt Stanton;Unmei No Basho;Kojiasano;Jeff Stanton;Naoko Kabashima,windows;mac,4,0.75,0,1,"['3', '7']",['2'],
852660,Linear Chicken,2018,Felip Guimerà,windows;mac;linux,2,0.5,0,1,"['1', '3', '7']",,
852720,Voxel Tanks,2018,PigeonDev,windows,25,0.76,0,1,"['0', '3', '7']",,
852740,Away From Earth: Mars,2018,Only Voxel Games,windows,232,0.612068966,1,1,"['2', '3', '8']",,
852750,Paper Shakespeare: Stick Merchant of Venice,2018,Stegalosaurus Game Development,windows;mac;linux,1,0,0,1,"['2', '3', '7']",,
852760,D.F.R.: The Light VR,2018,Nothing Rhymes With Entertainment,windows,1,1,0,1,"['0', '2', '3']",,
852790,The Adventure of Magical Girl,2018,Windward_Birds,windows,48,0.854166667,0,1,"['2', '3', '4', '7']",,['4']
852810,Airbo,2018,Nekyau Games,windows,34,0.235294118,0,1,"['0', '3']",,
852860,Towards a perilous journey,2018,Sparkly Games,windows,3,0,0,1,"['0', '2', '3']",,
852880,Ficterra,2019,Northern Amusements,windows,1,1,1,1,"['2', '3', '13']",,['2']
852900,Space Captain McCallery - Episode 1: Crash Landing,2018,Renegade Sector Games,windows;mac,13,0.923076923,0,1,"['0', '2', '3']",,['1']
852910,sweet pool,2018,Nitroplus,windows,52,0.942307692,0,1,['2'],,
852920,Bad Bots Rise,2018,High Leap Studios,windows;mac;linux,4,0.25,0,1,"['0', '2', '3', '13']",,
853000,Generic Jumper,2018,Sasha C. Gervais-Tourangeau,windows,1,0,0,1,['3'],,
853020,Venal Soul (Chapter One),2018,Vanadial,windows,14,0.571428571,0,1,"['0', '2', '3', '10', '14']",,
853040,DEEP SPACE | Space-Platformer,2018,BUG-Studio,windows,12,0.666666667,0,1,"['0', '2', '3']",,['1']
853110,Viki Spotter: Sports,2018,For Kids,windows;mac;linux,32,1,0,1,"['3', '7']",,
853120,Iron Ground,2018,UTPlus Interactive Inc.,windows,6,0.166666667,1,1,"['0', '8', '11']",,
853140,Adeptus Titanicus: Dominus,2018,Membraine Studios,windows,153,0.849673203,1,1,"['1', '13']",,
853200,Shred! 2 - Freeride Mountainbiking,2018,ASBO Interactive,windows;mac,18,0.888888889,0,1,"['0', '3', '9', '12']",,"['1', '4']"
853210,Gopnik Simulator,2018,Zloy Krot Studio,windows,42,0.380952381,0,1,"['3', '7', '8']",,
853220,Doors & Rooms,2019,Gameday Inc.;Iplay Inc.,windows,11,0.909090909,0,1,"['1', '2', '3']",,
853240,The Light Keeps Us Safe,2018,Big Robot Ltd,windows,66,0.818181818,0,1,"['0', '3', '13']",,"['1', '4']"
853260,Ants! Mission of the salvation,2018,SteelSeed,windows,6,0.833333333,0,1,"['1', '3', '7']",,['4']
853290,Claw Breaker,2018,Team Klaw,windows;mac;linux,1,1,1,0,"['0', '3']",,
853300,The Pizza Delivery Boy Who Saved the World,2018,"Oh, a Rock! Studios",windows;mac;linux,11,1,0,1,"['2', '3', '7']",,
853310,Mr. Maze,2019,MJ Lovegrove,windows,7,1,0,1,"['2', '3']",,
853380,Air Threat,2018,SharkGame,windows,37,0.756756757,0,1,"['0', '3', '7']",,
853410,YAPP2: Yet Another Pushing Puzzler,2018,Artless Games,windows,5,1,0,1,['3'],['0'],['4']
853480,Pestis,2018,DIEDEMOR STUDIO GAMES,windows,14,0.785714286,0,1,"['3', '8']",,
853490,Slippingcers,2018,Cersgame Studios,windows,13,0.769230769,0,1,"['2', '3', '7']",,
853500,Quarantine Circular,2018,Bithell Games,windows;mac,226,0.907079646,0,1,"['2', '3', '7']",,['4']
853550,Equilinox,2018,ThinMatrix,windows;mac;linux,1131,0.953138815,0,1,"['3', '7', '8']",,
853580,Lost,2018,RewindApp,windows,22,0.363636364,0,1,"['0', '2', '3', '7']",,
853590,Goroons,2018,Epopeia Games,windows;mac;linux,2,1,1,1,"['3', '7']",['0'],"['1', '2']"
853610,"The Outlaw, The Drunk, & The Whore",2018,DXF Games,windows,7,0.857142857,0,1,"['0', '3']",['7'],"['1', '4']"
853620,Stickman in the Portal,2018,BBB Games,windows,20,0.65,0,1,"['3', '7']",,
853760,Space Armor 2,2018,Ophyer,windows,7,0.428571429,0,1,"['2', '3', '4']",,
853770,Maximum Action,2018,George Mandell,windows,325,0.873846154,0,1,"['0', '3', '10', '13', '14']",,
853780,BlubBlub: Quest of the Blob,2018,Girls Make Games;Team Blub Blub,windows;mac,23,0.782608696,0,1,"['0', '3']",,
853830,Great Mountain Experience,2018,Ncube Inc.,windows,9,0.333333333,0,1,"['7', '8']",,['0']
853850,LOGistICAL: Caribbean,2018,Sacada,windows,4,0.75,0,1,"['1', '3', '7']",,['4']
853860,aMAZE Classic,2018,Blender Games,windows,50,0.9,0,1,"['3', '7']",,
853900,SHARK,2018,Trinity gaming,windows;mac,26,0.307692308,0,1,['3'],,
853940,Moonfall Ultimate,2018,Fishcow Studio,windows;mac,12,0.5,1,1,"['0', '2', '3', '4']",,"['1', '2', '4']"
853980,Splash,2018,Jan Urbanek,windows;mac,11,0.909090909,0,1,"['0', '3', '7']",,
854030,Ancient Journey VR,2018,National ancient journey,windows,4,0.5,0,1,"['2', '3', '7']",,
854060,Bob The Cube,2018,Tomas Daugela,windows,12,0.5,0,1,"['0', '2', '3']",,
854120,Subterraneus,2018,CrazyKraken,windows,9,1,0,1,"['1', '2', '3']",,
854150,Snail Racer EXTREME,2018,Kev Jackson,windows,72,0.569444444,0,1,"['3', '7', '9', '12']",,
854160,Dino Dawn,2018,neonboxgames,windows,12,0.416666667,0,1,"['2', '3']",,
854190,Russian Gangsta In HELL,2018,"Nikita ""Ghost_RUS""",windows,16,0.5,0,1,"['0', '2', '3', '10', '14']",,
854250,FPV Freerider,2018,John Holmvall,windows;mac,4,0.75,0,1,['8'],,
854310,Rise of Crustaceans,2018,Turmoil Studios,windows,10,0.6,0,1,"['0', '3', '13']",,
854330,Lost in Spice,2018,Theo Tsapakos;Will Kane;Bryan Song;Jacob Ginsparg,windows,4,1,0,1,['7'],,['0']
854390,Doors Push or Pull,2018,SoulShared Games LLC,windows,9,0.777777778,1,1,['7'],,['8']
854400,EXCHANGE,2018,CharlerMaster,windows,27,0.777777778,1,0,"['0', '3', '7', '11', '13']",,['2']
854450,Arlo The Rabbit,2018,Joshimations,windows,17,1,0,1,"['0', '2']",,
854510,Warlock: Tower Defence,2018,Snowdon Games,windows,2,0.5,0,1,['1'],['17'],
854550,Scary Maze,2018,Wonder Cult,windows,11,0.454545455,0,1,['0'],['3'],
854560,Digit Daze,2018,Red Dolphin Games,windows,20,0.65,0,1,"['1', '7']",,
854570,Pamali: Indonesian Folklore Horror,2018,StoryTale Studios,windows,211,0.890995261,0,1,"['2', '3']",['3'],
854650,Indian Mutiny: Little Sepoy,2018,Joystick Knights,windows;mac,5,0.8,0,1,"['0', '3']",,['5']
854670,HEROES TRIALS,2018,Shinyuden,windows;mac,3,1,0,1,"['0', '2', '4']",,['1']
854680,DeepLands,2018,Tim Venekamp,windows,3,0.666666667,0,1,"['2', '3', '13']",,
854690,RollerCoaster Legends II: Thor's Hammer,2018,WarDucks,windows,9,0.666666667,0,1,"['2', '3', '7']",,
854740,President Pig,2018,Crafty Game Lab,windows,9,0.666666667,0,1,"['3', '4', '7', '10']",,
854770,WTF,2018,Racing Bros,windows;mac;linux,97,0.556701031,0,1,"['0', '3', '10', '13', '14']",,
854810,Simple Sailing,2018,Casual.US,windows;mac;linux,8,0.125,0,1,"['3', '8', '12']",['14'],
854830,Washed Up!,2018,Old Doorways Ltd,windows;mac,8,1,0,1,"['3', '7']",['0'],"['1', '4']"
854860,Cows VS Vikings,2018,Redox Entertainment Inc,windows,19,0.842105263,0,1,"['1', '2', '3', '7', '13']",,['4']
854870,Perseverance: Part 1,2018,Tap It Games;Bit Golem,windows,29,0.965517241,0,1,"['2', '3', '10']",,['4']
854890,International Basketball Manager,2018,U-Play Online,windows,28,0.785714286,1,1,"['1', '3', '12', '13']",['14'],
854950,Not Without You,2018,Adventure Beard,windows;mac,2,1,0,1,"['3', '7']",,
855010,270 | Two Seventy US Election,2018,Political Games LLC,windows;mac,54,0.722222222,1,1,['1'],,['8']
855030,Balloon Strike,2018,Yash Future Tech Solutions Pvt Ltd,windows,1,0,0,1,"['2', '3', '7']",,
855050,Thunderbolt 2,2018,LillyWelland inc.,windows,21,0.761904762,0,1,['7'],,
855100,Stop! Dictator Kim Jong-un,2018,zoocros,windows,7,0.714285714,0,1,"['0', '3', '8']",,
855160,VTree Beach Volleyball,2018,VTree LLC,windows,2,0,1,1,"['7', '8', '12']",['14'],['1']
855190,The Subject,2018,DarkStone Digital,windows;linux,30,0.866666667,0,1,['3'],"['3', '21']",
855320,18 Floors,2018,Aoga Tech,windows,18,0.555555556,0,1,"['2', '3', '7']",,
855480,Digital Dungeon,2018,Real Fighting,windows;mac,7,0,0,1,"['0', '1', '3']",,
855490,Fury Race,2018,Speedspark Studio,windows;mac,7,0.428571429,0,1,"['0', '9']",,
855510,VOiD,2019,Retro Gears,windows,3,1,0,1,['3'],['0'],['1']
855530,New Ice York,2018,magicdweedoo,windows;mac,11,0.727272727,0,1,"['2', '3', '4', '10']",,['4']
855580,Ahlman Arcade 2018,2018,Team in Time,windows,18,0.666666667,1,1,"['0', '2', '3', '4', '7', '8', '9', '12']",,
855620,Asteroid Deathmatch,2019,Eager Amoeba,windows;mac;linux,1,1,1,1,"['0', '3', '7']",,['1']
855630,Zeliria Sanctuary,2019,Salangan Games,windows;mac;linux,235,0.85106383,0,1,"['2', '3']",,['4']
855640,My Brother Rabbit,2018,Artifex Mundi,windows;mac;linux,193,0.974093264,0,1,"['2', '3', '7']",,"['1', '4']"
855650,TRIGGER,2018,Léo-Paul LACHARTRE,windows,7,0.714285714,1,1,"['0', '9']",,['2']
855670,荒野寻踪,2018,Wu Zhang,windows,4,0.5,0,1,"['1', '2', '3', '7']",,
855700,Trippy Jump,2018,Semi Sağlam,windows,9,0.777777778,0,1,"['3', '7', '9']",,
855730,Plants,2018,Rogerty,windows,4,1,0,1,"['3', '7']",,
855760,Sweet Treats,2018,RedZone Studios LLC,windows;mac,1,1,0,1,"['2', '7']",,
855800,Trek: Travel Around the World,2018,Minority Media,windows,6,0.5,0,1,"['2', '3', '7', '8']",,
855850,Space Elite Force,2018,Moraes Studio,windows;linux,47,0.957446809,1,1,"['0', '3', '7']",,"['1', '2', '4']"
855860,Superfighters Deluxe,2018,MythoLogic Interactive,windows,426,0.896713615,1,1,"['0', '3']",,['2']
855970,Vixens From Outer Space,2019,Domus ludus,windows,15,0.6,0,1,"['0', '3', '13']",,
855980,TD Ultimate (Restocked),2018,dev4play,windows,2,0,0,1,"['3', '7']",['17'],
856010,National Machine,2018,Eric Sun,windows,49,0.612244898,0,1,"['1', '3', '8', '13']",,
856040,Chameleon Man,2018,Softzen,windows,1,1,0,1,['3'],,['4']
856080,Mind Labyrinth VR Dreams,2018,Frost Earth Studio,windows,10,0.7,0,1,['2'],,['0']
856100,Little Comet,2018,Outgunned Games,windows;mac,1,1,0,1,"['3', '7', '12']",['14'],
856110,Antisnake,2018,Unrea,windows,20,1,1,1,"['0', '3', '13']",,"['1', '2', '4']"
856120,Next 4,2018,Pirotexnik,windows,44,0.977272727,0,1,"['3', '7']",['0'],
856130,Dark SASI,2018,Narko Games,windows,148,0.594594595,0,1,"['0', '1', '2', '3', '4', '8', '12']",,
856160,STAR BARON – VR BEAST COMBAT GAME,2018,Timecode DS Ltd.,windows,2,1,0,1,"['0', '10', '13']",,
856170,Exo TD,2018,Virtual Classic Studio,windows,5,0.4,0,1,"['0', '1', '3', '7', '8', '13']",,
856190,Metori,2019,Enemby Games,windows;mac;linux,1,1,0,1,"['0', '1', '3']",,
856220,DON'T DIE!,2018,Dudarev Alexandr Vladimirovich,windows,11,1,0,1,"['0', '1', '2', '3', '7', '13']",,
856240,Total Singu,2018,xRANDBOx,windows,5,0.8,0,1,['3'],,
856260,100 Chests,2018,William Brown,windows,7,0.428571429,0,1,"['2', '7']",,
856270,Draid,2019,Bullet Bears,windows,7,0.571428571,0,1,"['2', '3', '13']",,['4']
856300,Disc Golf VR,2018,Jack Burke;Ben Hartnett;William Wright;John Greim,windows,6,0.5,0,1,"['3', '7', '8', '12', '13']",['14'],
856310,Seul (Alone): The entrée,2018,Paranormal Games,windows,3,0.333333333,0,1,"['2', '3', '4']",,
856320,The Road Trip,2018,Red Sky Studios,windows,39,0.641025641,0,1,"['0', '2', '3', '7', '9', '10', '14']",,
856350,15 seconds,2018,Studio48,windows,16,0.6875,0,1,"['0', '3']",,
856380,Cartoonway : Mini Cars,2018,Speedspark Studio,windows;mac,4,0.5,0,1,"['3', '9']",,
856390,Apex Hunters,2018,Team CPRC,windows,1,1,1,1,"['0', '3', '13']",,['2']
856400,Stalker Crab Simulator,2018,Night Dreams Studio,windows;mac,32,0.3125,0,1,"['2', '3']",,
856410,Longest Monday: Unveiling,2018,Gamenesis,windows;mac,7,0.428571429,0,1,"['3', '7']",,
856420,Glow Ball - Not A Billiard Puzzle Game,2018,WTFOMGames,windows,3,0.666666667,0,1,"['3', '7']",,
856430,Pinball 2018,2018,Bullid Games,windows;mac;linux,29,0.620689655,0,1,"['3', '7']",,
856440,Cube - The Jumper,2018,DZEJK,windows,113,0.345132743,0,1,"['2', '3', '7']",,
856450,A Story of a Band,2018,Hot Byte Games,windows;mac;linux,13,1,0,1,"['1', '3', '8']",,['4']
856490,Falling words,2018,Mikhail Melnikov,windows;mac;linux,39,0.692307692,0,1,"['3', '8']",,['4']
856540,Super Dangerous Dungeons,2018,Adventure Islands,windows;mac,30,1,0,1,"['0', '2', '3']",,['4']
856550,Stabby Machine,2018,Challenge Yourself Gaming,windows,2,1,0,1,"['0', '1', '3']",,['4']
856560,Black Roses,2018,Naughty Squirrels,windows,3,0.666666667,0,1,"['0', '2', '3', '4', '7']",,
856580,Boo Boo Bananas,2018,Mage Journey,windows,1,1,1,0,"['0', '3']",,
856600,Fur the Game,2019,Fur Dev Team,windows,88,0.897727273,0,1,"['2', '3', '7']",,
856610,Beacon,2019,Monothetic LLC,windows,32,0.90625,0,1,"['0', '3', '13']",,
856650,Pylon Racer,2019,Johan Hammes,windows,4,1,0,1,"['3', '8', '9', '13']",,
856670,Present for Manager,2019,Three Sea Rocks,windows,2,1,1,1,"['3', '7']",,"['2', '8']"
856730,ARENA 8,2018,Artur Rezende,windows,1,0,0,1,"['0', '3', '7']",,
856750,Metanoia,2018,Yan Dawid,windows;mac;linux,7,1,0,1,"['0', '2', '3', '7', '13']",,
856760,Gachi Gang,2018,"Nikita ""Ghost_RUS""",windows,14,0.428571429,0,1,"['2', '3', '7']",,
856770,Hokan: Monster Slayer,2018,Kinox Studios LLC,windows,3,0.333333333,0,1,"['0', '3']",,
856790,Export Simulator,2018,ZovGame,windows,30,0.366666667,0,1,"['1', '3', '8']",,
856880,Fighting Fantasy Classics,2018,Tin Man Games,windows;mac,84,0.69047619,0,1,"['3', '4']",,
856980,7-in-1 Brain Sharpness Bundle,2018,ALEKSANDER CHEPAIKIN,windows;mac;linux,12,0.666666667,0,1,['3'],,['4']
857010,HUBE: Seeker of Achievements,2018,AFBIK Studio,windows,60,0.65,0,1,"['0', '2', '3', '7']",,
857020,Putinoids VS Navalnyats - Путиноиды Против Навальнят,2018,"Nikita ""Ghost_RUS""",windows,11,0.818181818,0,1,"['0', '2', '3', '7']",,
857050,Casual Penalty,2018,CasGames,windows,26,0.576923077,0,1,"['7', '8', '12']",['14'],
857080,Escape from the Princess,2018,Salamandra88,windows;mac;linux,63,0.873015873,0,1,"['2', '3', '7']",,['4']
857110,SPACE BLASTER 8 BIT,2018,Dead Crow,windows,2,0.5,1,1,"['0', '3', '7']",,['2']
857140,"Snake, snake, snake!",2018,GrowFall Studios,windows,15,0.733333333,1,1,"['0', '3', '7']",,
857160,Light Cube,2018,Nekyau Games,windows,3,0,0,1,"['0', '2', '3', '7']",,
857180,The Cooking Game VR,2018,Play Spirit Limited,windows,29,0.862068966,1,1,"['3', '7', '8', '13']",,['8']
857240,The Prison Experiment: Battle Royale,2018,Aerolab Studios LTD,windows,89,0.370786517,1,0,"['0', '1', '3', '4', '10', '11', '13']",,
857300,Korvux - Chapter 1,2019,Korvux.pro,windows,7,1,0,1,"['2', '3', '4']",,['4']
857320,SRPG Studio,2018,SapphireSoft,windows,42,0.880952381,0,0,"['15', '16']",,
857330,Trainiac,2018,Max Grindebäck,windows,10,0.9,0,1,"['0', '1', '3']",,
857340,RKN - Roskomnadzor Banned Internet,2018,Nekyau Games,windows,99,0.616161616,0,1,"['0', '3', '7']",,
857370,The Entity,2018,Ragdoll Inc,windows;mac,26,0.5,0,1,"['0', '1', '3', '7']",,
857420,Just Beat Em Up : World of Fury,2018,Zudenan Digital,windows,15,0.933333333,1,1,"['0', '3']",,"['1', '2']"
857450,ISLAND,2018,Frontwing,windows,418,0.980861244,0,1,"['2', '7']","['1', '2']",['4']
857460,∀kashicforce,2019,Endless Shirafu,windows,13,0.923076923,1,1,"['0', '3']",['1'],['4']
857470,NEKOKORO,2018,Mikołaj Spychał,windows;mac;linux,28,0.964285714,0,1,"['2', '3', '7', '8']",,['4']
857480,Seirei,2019,zoocros,windows,16,0.8125,0,1,"['3', '8']",,
857500,BLACK BIRD,2018,Onion Games,windows;mac,51,1,0,1,"['0', '3']",['8'],['1']
857510,Knife Flipping,2018,RewindApp,windows,10,0.6,0,1,"['3', '7']",,
857520,Degrees,2018,GiBar,windows,32,0.53125,1,1,['9'],,['2']
857570,World of Feudal,2018,ImperiumGame,windows,34,0.382352941,0,1,"['1', '3', '4', '8']",,
857600,Fight the Horror,2019,4DMACAU,windows,55,0.509090909,1,1,"['0', '3']","['3', '10']",['2']
857680,Catan VR,2018,Experiment 7,windows,40,0.8,1,1,"['1', '8']",,"['2', '8']"
857690,Lagoon Lounge : The Poisonous Fountain,2018,KAIJYU-09,windows,149,0.959731544,0,1,"['2', '3', '7', '8']",['2'],
857700,ZombieHunterZ,2018,crowgames,windows,3,0,0,1,"['0', '3', '7', '8', '10']",,
857710,Fallen Bird,2018,JY Games,windows,20,0.85,1,1,"['0', '3']",,"['4', '6']"
857740,Ludicrous Speed,2018,Manic Machine,windows,3,1,0,1,"['0', '3', '9', '13']",,['4']
857770,The Risers,2018,Ignacio Medina;Santiago Medina,windows,4,1,0,1,"['0', '3']",,
857790,Gravitycers,2018,Cersgame Studios,windows,14,0.357142857,0,1,"['2', '3', '7', '9']",,
857800,Rocketcers,2018,Cersgame Studios,windows,12,0.166666667,0,1,"['2', '3', '7']",,
857820,Colorcers,2018,Cersgame Studios,windows,20,0.25,0,1,"['2', '3', '7', '9']",,
857840,Jamping,2018,One Dollar Games,windows,30,0.533333333,0,1,"['0', '2', '3', '7', '13']",,
857850,Dwarf Defense,2018,Heavy Safe Studios,windows,10,0.9,1,1,"['0', '1', '2', '3', '13']",,['2']
857860,Planetary Settlers,2018,Leveler Games,windows,4,1,0,1,"['2', '3', '13']",,['4']
857890,RuneTech,2018,James Conrad;Micah Sigmund;Meaghann LeBleu,windows,7,0.714285714,0,1,"['0', '1', '2', '3', '4', '13']",,
857900,Huge Enemy - Worldbreakers,2018,Huge Enemy Production,windows;mac;linux,8,0.875,0,1,"['0', '3']",['8'],['1']
857940,Nature Calls,2018,KX Games,windows,392,0.895408163,1,0,"['0', '3', '7']",,
857950,Incredible Mandy,2018,Dotoyou Games,windows,90,0.922222222,0,1,"['2', '3']",['0'],"['1', '4']"
858040,Sudoku Jigsaw / 拼图数独,2018,Konstructors Entertainment,windows;mac;linux,36,0.805555556,0,1,"['1', '3', '7']",,['4']
858050,The Rose of Segunda,2018,Blackcross & Taylor,windows,21,1,0,1,"['3', '8']",,
858060,Idle Heist,2018,ChimpLabs,windows;mac;linux,220,0.259090909,1,1,"['0', '1', '2', '3', '4', '7']",,['4']
858080,Spoorky,2018,GuGames Development,windows;mac,7,0.857142857,0,1,"['0', '2', '3', '7']",,
858100,Grimshade,2019,TALEROCK,windows,86,0.802325581,0,1,"['3', '4']",,
858170,The Last Train,2018,Smash Game Studios,windows;mac;linux,15,0.4,0,1,"['1', '2', '3', '4', '8']",,['4']
858180,Adventures of Mike,2018,Polina Medyanik,windows,2,0.5,0,1,"['3', '7']",,
858210,Nova Drift,2019,Chimeric,windows;mac,215,0.986046512,0,1,"['0', '3', '13']",,['1']
858250,Tainted Fate,2018,Delta Reality;Misfit Village,windows,22,0.590909091,0,1,"['0', '2', '3', '13']",,
858320,Itsy Blitzy,2018,Minty Soul Games,windows,2,1,0,1,"['0', '3']",,"['1', '4']"
858360,The Initiate 2: The First Interviews,2018,Deceptive Games Ltd.,windows;mac,42,0.880952381,0,1,"['0', '2', '3']",,
858370,Mad Dagger 2,2018,vadimalexepta,windows,39,0.384615385,0,1,"['0', '2', '3', '7']",,
858380,Expedia Cenote VR,2018,Jae Lake;Gloria Hsieh;Emily Gjertsson;Rachel Ye;Morgan Graham,windows,13,0.538461538,0,1,"['2', '7']",,
858410,Black Bart,2018,Parmenion Games,windows,19,0.894736842,0,1,"['2', '3', '7']",,
858420,Trivia Vault: Business Trivia,2018,Ripknot Systems,windows,18,0.666666667,0,1,"['0', '7', '8']",,
858440,Ninja Midori,2018,BajoGames,windows,6,0.5,1,1,"['2', '3']",,"['1', '2']"
858490,Sanctus Mortem,2018,Kisareth Studios,windows;mac;linux,7,0.714285714,0,1,"['3', '4']",['15'],['4']
858590,Last Tide,2018,Digital Confectioners,windows,1042,0.701535509,1,0,"['0', '3', '13']",,
858680,Black Paradox,2018,Fantastico Studio,windows;mac,30,0.9,1,1,"['0', '3', '13']",,"['1', '2', '4']"
858760,Scalak,2018,Hamster On Coke Games,windows;mac;linux,322,0.98447205,0,1,"['3', '7']",['0'],['4']
858780,Rent-a-Vice,2018,Choice of Games,windows;mac;linux,17,0.588235294,0,1,"['2', '3', '4']",,['4']
858810,Dawn of Man,2019,Madruga Works,windows;mac,3463,0.796130523,0,1,"['1', '3', '8']",,
858830,Echoes of the Fey: The Last Sacrament,2018,Woodsy Studio,windows,8,1,0,1,['2'],['2'],
858840,The Epic Bang Theory,2018,MCS,windows,7,0.571428571,0,1,"['3', '7']",,
858860,Tabletop Gods,2019,Ghost Fish Games,windows,51,0.960784314,1,1,"['0', '1', '3', '13']",,['8']
858870,Queen of Seas 2,2018,BIOSZARD Dev,windows;linux,25,0.8,0,1,"['2', '3']",,['1']
858880,Fragile Fighter,2019,Marina Hova,windows,29,0.931034483,0,1,"['0', '2', '3']",,['1']
858940,Flowers -Le volume sur ete-,2018,Innocent Grey,windows,183,0.994535519,0,1,['7'],"['2', '13']",['4']
858950,Rabbit and the moon,2018,Silver Boar Gaming,windows,7,0.857142857,0,1,"['3', '7']",,
858960,Sumo,2018,"Table 9 Studio, LLC",windows,9,0.888888889,1,1,"['0', '3', '7', '13']",,['1']
859070,RaKoval~Nya: Escape Edition,2018,Nekyau Games,windows,6,0.5,0,1,"['0', '3', '7']",,
859090,Turbo Tunnel,2018,Tall James Games,windows,108,0.87037037,0,1,"['3', '9']",,
859170,Survival,2018,重庆第五维科技有限公司,windows,1,0,1,0,"['0', '11']",,['0']
859180,Monster Castle,2019,Lemix game,windows;mac,24,0.458333333,1,0,"['1', '7', '8']",,['8']
859200,破东荒 - Chaos Of East,2018,凌剑工作室,windows,56,0.732142857,0,1,"['0', '3', '4']",,
859220,Sweeper Zero,2018,Mengtu Technology Co. Ltd,windows,14,0.642857143,0,1,"['0', '2', '10', '14']",,
859340,Seeking Dawn,2018,Multiverse,windows,266,0.729323308,1,1,"['2', '3']",,"['2', '4']"
859350,Aces of the Luftwaffe - Squadron,2018,HandyGames,windows,16,0.75,1,1,"['0', '3']",,"['1', '2', '4']"
859370,in My MIND.,2018,P.S.B (iNsOoL),windows,29,0.793103448,0,1,"['0', '3', '7']",,
859380,What's My Gender?,2018,Leo Lipasti,windows,3,0.666666667,0,1,['7'],,
859420,Deflection Dimension,2018,Ricoshot Games,windows,3,1,0,1,"['0', '2', '3', '13']",,
859440,Mars or Die!,2018,34BigThings srl,windows,44,0.340909091,0,1,"['0', '1', '3']",,"['1', '4']"
859460,Small person,2018,Giks,windows,7,0.428571429,0,1,"['2', '3']",,['5']
859480,Block Competition,2018,BlockTeam,windows,14,0.357142857,0,1,"['2', '3', '7', '8']",,['4']
859530,Vive le Roi 2,2018,Sylvain Seccia,windows;mac,3,0.666666667,0,1,"['2', '3', '7']",,
859560,Escape the Grid VR,2018,L&D Games,windows,5,0.6,0,1,"['7', '8', '13']",,['4']
859610,S.T.R.E.T.C.H.,2018,ARGames,windows,15,0.333333333,0,1,"['0', '3']",,
859640,Along Together,2018,Turbo Button,windows,18,1,0,1,"['2', '3']",,"['0', '4']"
859660,Discs of Steel Party,2018,Wombatgames,windows,3,1,1,1,"['0', '3', '9', '12']",,"['1', '2']"
859680,Deep Space Waifu: FANTASY,2018,Neko Climax Studios,windows,843,0.966785291,0,1,"['0', '3', '4', '7']",,
859700,USA 2020,2018,GAMES FOR HUMANS,windows,38,0.842105263,0,1,"['0', '8', '10', '12', '14']",,['1']
859740,Don't Notice Me,2018,Lana Lux,windows;mac,20,0.85,0,1,"['2', '3', '7', '8']",,
859820,TripTrip,2018,About Airplane LLC,windows;linux,7,1,0,1,"['0', '3']",,"['1', '7']"
859860,VikingJourney,2018,Werner Schmidtberg,windows,3,0,0,1,"['0', '1', '2', '3', '8']",,
859870,Frqncy,2018,Mitch Kuronya,windows,7,0.857142857,0,1,"['3', '7', '9']",,['4']
