appid,name,year,developer,platforms,num_ratings,positive_rate,multi_player,single_player,genre,theme,special
331750,Disney•Pixar WALL-E,2015,Asobo Studio,windows,119,0.915966387,0,1,['2'],['0'],['1']
331760,Supreme League of Patriots,2015,No Bull Intentions,windows;mac;linux,81,0.666666667,0,1,"['2', '3']",['4'],['4']
331790,Data Hacker: Reboot,2015,New Reality Games,windows,172,0.622093023,0,1,"['2', '3', '4']",,['4']
331870,AER Memories of Old,2017,Forgotten Key,windows;mac;linux,1757,0.838360842,0,1,"['2', '3']",,"['1', '4']"
331880,Truck Mechanic Simulator 2015,2015,PlayWay SA,windows,137,0.474452555,0,1,"['7', '8']",,
331910,Beach Resort Simulator,2014,Earthworm Games,windows,43,0.325581395,0,1,['8'],,
331920,Airline Tycoon Deluxe,2014,Spellbound AG,windows;mac;linux,218,0.711009174,0,1,['8'],,
331970,Disney's Treasure Planet: Battle of Procyon,2015,Barking Dog Studios,windows,98,0.948979592,1,1,"['0', '1', '2']",,['4']
331980,Last Inua,2014,Glowforth,windows;mac,177,0.548022599,0,1,"['2', '3', '7']",,['4']
332070,School of Dragons,2014,"JumpStart Games, Inc.",windows;mac,3629,0.510057867,1,0,"['2', '4', '11']",,
332150,LEVEL UP!,2014,Ranmantaru Games,windows,4,0.5,0,1,"['0', '3', '13']",,
332200,Axiom Verge,2015,Thomas Happ Games LLC,windows;mac;linux,3271,0.942830939,0,1,"['0', '2', '3']",['7'],"['1', '4']"
332250,The Next Penelope,2015,Aurelien Regard,windows;mac,214,0.780373832,1,1,"['0', '3', '9']",,['1']
332260,Disney•Pixar Cars Mater-National Championship,2015,Rainbow Studios,windows,60,0.85,0,1,['9'],['9'],['4']
332270,Gunmetal Arcadia,2017,Minor Key Games,windows;mac;linux,37,0.810810811,0,1,"['0', '2', '3']",,"['1', '4']"
332310,LEGO® Worlds,2017,TT Games;Traveller's Tales,windows,11751,0.766998553,1,1,['2'],['9'],"['1', '2']"
332330,PixelJunk™ Shooter Ultimate,2015,Q-Games Ltd.;Double Eleven,windows,84,0.845238095,1,1,['0'],,"['1', '2', '4']"
332360,Spriter Pro,2014,BrashMonkey,windows;mac;linux,263,0.790874525,0,0,"['5', '15', '16']",,
332370,Miko Gakkou Monogatari: Kaede Episode,2015,xinoro,windows,11,0.909090909,0,1,"['2', '3']",['1'],
332380,Asguaard,2015,Aldorlea Games,windows,85,0.858823529,0,1,"['2', '3', '4', '7']",,"['1', '4']"
332390,Undefeated,2015,Aldorlea Games,windows,129,0.868217054,0,1,"['1', '2', '3', '4', '7']",['15'],['4']
332400,Girlfriend Rescue,2015,Aldorlea Games,windows,150,0.88,0,1,"['0', '1', '2', '3', '4', '7']",['1'],"['1', '4']"
332410,Moonchild,2016,Aldorlea Games,windows,116,0.827586207,0,1,"['2', '3', '4', '7']",['15'],"['1', '4']"
332480,Phoenix Force,2014,Awoker Games,windows,579,0.839378238,0,1,"['0', '3']",['8'],['1']
332490,Battle Fleet 2,2014,Mythical City Games,windows;mac,278,0.76618705,1,1,"['1', '8']",,['8']
332500,GRAV,2015,"BitMonster, Inc.",windows,6494,0.536495226,1,1,"['0', '2', '3', '4', '13']","['9', '10']",['2']
332530,Shutshimi,2015,Neon Deity Games,windows;mac;linux,110,0.618181818,0,1,"['0', '3']",['8'],"['1', '4']"
332540,We Slay Monsters,2017,Furiously Inactive Games,windows;mac,56,0.946428571,0,1,"['1', '3', '4']",,['4']
332570,Amazing Frog?,2014,Fayju,windows;mac;linux,1756,0.862186788,1,1,"['2', '3', '13']",['9'],"['1', '2', '4']"
332580,Mimpi,2015,Dreadlocks Mobile;Silicon Jelly,windows;mac,200,0.87,0,1,"['2', '3', '7']",,
332610,Mystik Belle,2015,Last Dimension,windows;linux,158,0.898734177,0,1,"['0', '2', '3', '4']",,['4']
332620,PONCHO,2015,Delve Interactive,windows;mac;linux,162,0.697530864,0,1,"['2', '3']",,"['1', '4']"
332630,The Guilt and the Shadow,2015,oophok,windows;mac,36,0.861111111,0,1,"['2', '3']",,
332650,The Exiled,2017,Fairytale Distillery,windows;mac;linux,440,0.490909091,1,0,"['0', '4', '11', '13']",,
332700,Mike was Сursed,2018,Bogdan Sychkov,windows,61,0.770491803,0,1,"['0', '2', '3']",,
332710,1Quest,2014,Ratz 'N' Godz;Storybird Games,windows,149,0.55033557,0,1,"['3', '4']",,
332730,Barbarian Brawl,2015,Thrillion,windows,33,0.484848485,1,0,"['0', '3']",,
332760,Friendship Club,2015,Force Of Habit;Clockwork Cuckoo,windows;mac;linux,17,0.823529412,0,0,"['0', '3', '13']",,['1']
332780,National Zombie Park,2014,Paper Games,windows,155,0.380645161,1,1,"['0', '3']",['10'],['2']
332790,Darkness Assault,2015,Black Lime Studio,windows,456,0.440789474,0,1,"['0', '3', '10', '14']",,
332800,Five Nights at Freddy's 2,2014,Scott Cawthon,windows,8883,0.904199032,0,1,['3'],"['3', '10']",
332810,Midnight Mysteries: Witches of Abraham - Collector's Edition,2014,Hot Lava,windows,29,0.75862069,0,1,"['2', '7']",['5'],
332830,Prelogate,2014,blamedrop,windows;linux,82,0.93902439,0,1,"['3', '7']",['0'],['4']
332880,Don't Shoot Yourself!,2015,"Silverware Games, Inc.",windows;mac,25,0.84,0,1,"['0', '1', '3']",,
332950,Dark Deception,2018,Glowstick Entertainment,windows,1079,0.890639481,0,1,"['0', '2', '3', '4']",['3'],
333100,Demesne,2016,Demesnegame;Composer-Motorin Dmitry (Djinotan),windows,63,0.523809524,0,1,"['2', '3', '8', '13']",,
333120,Inside The Gear,2014,Mykhail Konokh,windows,100,0.41,0,1,"['3', '7']",['0'],['4']
333130,Do Not Fall,2014,XPEC Entertainment Inc.,windows,11,0.909090909,1,1,"['0', '2', '3']",,
333210,Kaiju-A-GoGo,2015,Kerberos Productions Inc.,windows,271,0.667896679,0,1,"['0', '1', '3', '7']",,
333220,Cherry Tree High I! My! Girls!,2014,773,windows,144,0.708333333,0,1,['3'],['2'],
333250,Forward to the Sky,2015,Animu Game,windows;mac;linux,1709,0.833820948,0,1,"['0', '2', '3', '4', '7']",['1'],
333260,Marvin's Mittens,2014,Breakfall,windows,143,0.979020979,0,1,"['2', '3', '7']",,
333290,Mos Speedrun 2,2015,Physmo,windows;mac;linux,16,0.9375,0,1,"['0', '3']",,"['1', '4']"
333300,ADOM (Ancient Domains Of Mystery),2015,Thomas Biskup;Jochen Terstiege;Zeno Rogue;Krzysztof Dycha;Lucas Dieguez,windows;mac;linux,658,0.889057751,0,1,"['1', '2', '3', '4']",,
333330,Song of the Myrne: What Lies Beneath,2015,Beldarak Games,windows;mac;linux,77,0.792207792,0,1,"['0', '3', '4']",,
333340,Star Rangers™ XE,2016,Project Whitecard Studios Inc.;NASA (Some Models),windows;mac;linux,150,0.446666667,1,0,"['0', '2', '3', '4', '7', '8', '9', '13']",,"['2', '8']"
333350,Cults and Daggers,2015,Chaphat,windows;mac,48,0.625,1,1,['1'],['18'],
333380,SilverQuest: Gaiden,2014,Wolfgame,windows,18,0.333333333,0,1,"['3', '4', '13']",,['1']
333390,Tales of Aravorn: Seasons Of The Wolf,2015,Winter Wolves,windows;mac;linux,49,0.775510204,0,1,"['2', '3', '4']",,['4']
333420,Cossacks 3,2016,GSC Game World,windows;linux,5730,0.75008726,1,1,['1'],['14'],"['2', '4']"
333430,Sinking Island,2014,White Birds Productions,windows,121,0.702479339,0,1,['2'],['4'],
333490,Replay - VHS is not dead,2015,Team Replay,windows;mac,30,0.866666667,0,1,"['2', '3']",['0'],['1']
333510,Isbarah,2015,Leikir Studio,windows;mac;linux,46,0.826086957,0,1,"['0', '3']",,['4']
333540,Neocolonialism,2014,"Subaltern Games, LLC",windows;mac;linux,34,0.558823529,1,1,"['1', '3', '8']",,
333580,"Slow Down, Bull",2015,Insomniac Games,windows;mac;linux,16,0.875,0,1,"['0', '3', '7']",,['1']
333600,NEKOPARA Vol. 1,2014,NEKO WORKs,windows,16900,0.956213018,0,1,"['3', '7']",['1'],['4']
333640,Caves of Qud,2015,Freehold Games,windows;mac;linux,1544,0.970207254,0,1,"['1', '2', '3', '4', '13']",,
333650,Pahelika: Revelations HD,2015,Ironcode Gaming,windows,58,0.431034483,0,1,"['1', '2', '3', '7']",,
333660,Towers of Altrac - Epic Defense Battles,2015,Jsmael Stieger;Manuel Stieger;Andreas Stieger,windows;mac,107,0.588785047,1,1,"['0', '1', '3']",,"['2', '4', '8']"
333730,Dark Gates,2015,DFour Games,windows;linux,39,0.435897436,0,1,"['3', '4']",,"['1', '4']"
333760,Vintage Year,2015,Nooner Bear Studio,windows,83,0.819277108,0,1,"['0', '3']",,['1']
333870,Feel-A-Maze,2014,Five Archers Games,windows,104,0.817307692,0,1,['3'],['12'],
333880,Braveland Wizard,2014,Tortuga Team,windows;mac;linux,273,0.732600733,0,1,"['1', '2', '3', '4', '7']",,"['1', '4']"
333930,Dirty Bomb®,2015,Splash Damage,windows,54634,0.80065527,1,0,['0'],['6'],
333950,Medieval Engineers,2015,Keen Software House,windows,4609,0.701453678,1,1,"['0', '1', '3', '8', '13']",,['2']
333970,A Druid's Duel,2015,Thoughtshelter Games,windows;mac;linux,103,0.737864078,1,1,"['1', '3']",,['8']
333980,AKIBA'S TRIP: Undead ＆ Undressed,2015,ACQUIRE Corp.,windows,2409,0.876712329,0,1,"['0', '2', '4', '7']",['1'],"['1', '4']"
333990,Conclave,2017,10x10 Room,windows;mac,40,0.8,1,1,"['3', '4']",['18'],"['2', '8']"
334030,Epic Arena,2015,Shadow Masters,windows,293,0.66552901,1,1,"['1', '3']",,['8']
334040,Down To One,2016,Gadget Games,windows,2225,0.39011236,1,0,['0'],"['9', '10']",
334070,Hektor,2015,Rubycone,windows;mac,932,0.641630901,0,1,"['0', '2', '3']",['3'],['4']
334100,Extreme Exorcism,2015,Golden Ruby Games,windows;mac,28,0.857142857,0,1,"['0', '2', '3', '7']",,['1']
334120,Armikrog,2015,Pencil Test Studios,windows;mac;linux,1113,0.521114106,0,1,"['2', '3']",['4'],
334140,Roche Fusion,2015,amulware,windows,88,0.954545455,0,1,"['0', '3', '7']",,"['1', '4']"
334190,Insanity's Blade,2014,Causal Bit Games Inc.,windows,247,0.75708502,0,1,"['0', '3', '7']",,['4']
334210,Fortified,2016,Clapfoot,windows,1296,0.760802469,1,1,"['0', '1', '3']",,"['1', '2', '4']"
334230,Town of Salem,2014,BlankMediaGames,windows;mac,15441,0.863221294,1,0,"['1', '3', '4']",,"['4', '8']"
334260,Icebound,2015,Fastermind Games,windows;mac;linux,8,1,0,1,['3'],"['0', '2']",['1']
334270,Star Traders: 4X Empires,2014,Trese Brothers,windows;mac;linux,54,0.611111111,0,1,"['1', '3', '8']",,
334280,Lost Sea,2016,Eastasiasoft Limited,windows;mac;linux,59,0.593220339,0,1,"['0', '2', '3']",,"['1', '4']"
334300,Fake Colours,2015,Beyond-Limits-Games;FCG,windows;mac;linux,130,0.846153846,0,1,"['1', '3', '7']",,
334410,JUMP,2015,Endeavor One Inc.,windows,40,0.675,0,1,"['0', '3']",,"['0', '1']"
334420,Out There: Ω Edition,2015,Mi-Clos Studio,windows;mac;linux,1108,0.768953069,0,1,"['1', '2', '3', '4']","['11', '21']",['4']
334470,Adventures of Robinson Crusoe,2015,MagicIndie,windows,84,0.55952381,0,1,"['2', '7']",['5'],
334480,Robinson Crusoe and the Cursed Pirates,2015,MagicIndie,windows,21,0.714285714,0,1,"['2', '7']",,
334490,The Fool,2015,MagicIndie,windows,26,0.846153846,0,1,"['2', '7']",['5'],
334540,Vox Machinae,2018,Space Bullet Dynamics Corporation,windows,436,0.924311927,1,0,"['0', '3', '8', '13']",,"['0', '1', '8']"
334560,Square Heroes,2015,Gnomic Studios,windows;mac;linux,244,0.87295082,1,1,"['0', '3']",,"['1', '2', '8']"
334620,Soccertron,2015,David Erosa,windows;mac;linux,41,0.780487805,1,1,"['0', '3', '12']",['14'],"['1', '2']"
334690,Squirreltopia,2015,Sean Davy,windows,286,0.772727273,0,1,"['0', '2', '3']",,"['1', '4']"
334710,Ilamentia,2014,Anthony Case,windows,75,0.72,0,1,['3'],['0'],"['1', '4']"
334830,Entropy Rising,2015,Autotivity Entertainment,windows,44,0.727272727,0,1,"['0', '3']",['0'],['4']
334840,Drive to Hell,2015,Ghost Crab Games,windows;mac;linux,57,0.842105263,0,1,"['0', '3']",['8'],['1']
334850,1931: Scheherazade at the Library of Pergamum,2015,"Black Chicken Studios, inc.",windows,114,0.675438596,0,1,"['3', '4', '7', '8']",,
334920,Zero-K,2018,Zero-K Team,windows,960,0.909375,1,1,"['1', '3', '8']",['14'],"['2', '4', '8']"
334940,Yoku's Island Express,2018,Villa Gorilla,windows,582,0.965635739,0,1,"['2', '3']",,"['1', '4']"
334960,Cell HD: emergence,2015,"New Life Interactive, LLC",windows,12,0.333333333,0,1,"['0', '3', '8']",,
334980,Into Blue Valley,2014,Ryan Javanshir,windows,56,0.482142857,0,1,"['2', '3']",,
335000,Tormentum - Dark Sorrow,2015,OhNoo Studio,windows;mac,1934,0.943123061,0,1,"['2', '3', '7']","['4', '24']",['4']
335010,Steam and Metal,2015,Maltakreuz,windows,59,0.779661017,0,1,['3'],['8'],"['1', '4']"
335050,World Of Leaders,2014,Eversim,windows,119,0.176470588,1,0,['8'],,
335070,VRC PRO,2015,Virtual Racing Industries Ltd.,windows,263,0.775665399,1,1,"['0', '3', '7', '8', '9', '12']",['14'],
335090,Goscurry,2015,Daniele Giardini;Isak J Martinsson,windows;mac;linux,35,1,0,1,"['0', '3', '9']",,['4']
335100,Dwarf Tower,2014,iosoftware,windows;mac,228,0.745614035,1,1,"['1', '3']",,['8']
335120,Serpent in the Staglands,2015,Whalenought Studios,windows;mac;linux,151,0.695364238,0,1,"['2', '4']",,
335150,Magic Barrage - Bitferno,2015,Gameguyz,windows,666,0.343843844,1,1,,['7'],['2']
335190,200% Mixed Juice!,2015,Orange_Juice,windows,315,0.828571429,1,1,"['2', '3', '4']",['1'],"['1', '4']"
335200,ManaCollect,2015,Tazigen Clock,windows,58,0.706896552,0,1,"['0', '2']",['1'],"['1', '4']"
335210,Rift's Cave,2014,Frost Earth,windows;mac;linux,26,0.423076923,0,1,"['2', '3', '13']",,"['0', '1']"
335220,But to Paint a Universe,2015,Mårten Jonsson,windows,29,0.620689655,0,1,"['3', '7']",['0'],
335240,Transformice,2015,Atelier 801,windows;mac,13928,0.840106261,1,0,"['3', '11']",,
335300,DARK SOULS™ II: Scholar of the First Sin,2015,"FromSoftware, Inc",windows,30248,0.858205501,1,1,"['0', '4']",['24'],"['1', '2']"
335320,Bet On Soldier,2014,Kylotonn,windows,143,0.692307692,0,1,['0'],['6'],
335330,Brick-Force,2014,Exe Games Inc.,windows,4366,0.389830508,1,0,['0'],['6'],
335430,Grimoire: Manastorm,2017,Omniconnection,windows,1032,0.692829457,1,0,"['0', '3']",,
335440,Dungeon Shooter 2,2014,Rabid Design Studios,windows,4,0.25,1,1,"['0', '1']",,"['1', '2']"
335450,Curse of the Assassin,2015,Tin Man Games,windows;mac;linux,19,0.947368421,0,1,"['2', '3', '4']",,['4']
335460,An Assassin in Orlandes,2015,Tin Man Games,windows;mac;linux,67,0.850746269,0,1,"['2', '3', '4']",,['4']
335550,Cubicity,2015,Bubble Head Games,windows,22,0.818181818,0,1,['3'],['0'],['1']
335560,Light Bound,2015,Garden Knight Games,windows;mac,19,0.947368421,0,1,"['0', '3', '7']",,"['1', '4']"
335570,Back To Life 3,2014,Carlo D'Apostoli Projects,windows,6,0.333333333,0,1,['3'],,
335620,Star Traders: Frontiers,2018,Trese Brothers,windows;mac;linux,1465,0.886006826,0,1,['4'],"['18', '21']",
335660,CAFE 0 ~The Drowned Mermaid~,2015,roseVeRte,windows;mac;linux,140,0.664285714,0,1,"['2', '3', '7']",['2'],['4']
335670,LISA,2014,Dingaling,windows;mac;linux,7794,0.955863485,0,1,"['2', '3', '4']",['22'],['4']
335690,dUpLicity ~Beyond the Lies~,2015,roseVeRte,windows;mac;linux,55,0.4,0,1,"['2', '3', '7', '8']",['2'],['4']
335700,I am Weapon: Revival,2015,Krealit,windows,224,0.678571429,1,1,"['0', '3', '4']",,"['1', '2', '4']"
335770,Tkl Online,2015,KURONEKO SOFT,windows,23,0.652173913,0,1,"['0', '3', '4']",,
335790,Words for Evil,2014,Dylan Loney,windows;mac,400,0.8,0,1,"['0', '2', '3', '7']",,
335820,Dream Of Mirror Online,2015,SoftStar,windows,453,0.534216336,1,0,"['2', '4', '11']",['1'],
335830,Distant Star: Revenant Fleet,2015,Blazing Griffin,windows;mac;linux,268,0.652985075,0,1,"['0', '1', '3']",,
335840,Goats on a Bridge,2015,Cabygon,windows,151,0.761589404,0,1,"['0', '3', '7']",,['1']
335850,After Reset RPG,2015,Black Cloud Studios,windows;mac;linux,127,0.275590551,0,1,"['2', '3', '4', '13']",,
335890,Nanofights,2014,Quantumfrog,windows,557,0.547576302,1,1,['3'],['19'],
335900,Angels of Fasaria: Version 2.0,2014,Fasaria Works,windows,50,0.44,0,1,"['1', '2', '3', '4']",,['4']
335920,Ephemerid: A Musical Adventure,2015,SuperChop Games,windows,196,0.923469388,0,1,"['2', '3']",,['4']
336010,MXGP - The Official Motocross Videogame Compact,2014,Milestone S.r.l.,windows,81,0.666666667,1,1,"['8', '9', '12']",['14'],['4']
336020,Pahelika: Secret Legends,2015,Ironcode Gaming,windows,58,0.431034483,0,1,"['3', '7']",['4'],
336030,Race.a.bit,2016,Aesir Interactive,windows;mac;linux,55,0.763636364,0,1,"['3', '9']",,
336040,Combat Monsters,2015,Rubicon Development,windows,177,0.700564972,1,1,"['0', '1', '3', '4']",,"['2', '8']"
336060,Raptor: Call of The Shadows - 2015 Edition,2015,DotEmu,windows,275,0.767272727,0,1,['0'],['8'],['4']
336080,Vietnam ‘65,2015,Every Single Soldier,windows,266,0.80075188,0,1,['1'],['18'],
336090,Sky Mercenaries,2014,PolarityFlow,windows;linux,104,0.730769231,0,1,"['0', '3']",,"['1', '4']"
336110,Bloody Streets,2015,Headless Wizard,windows,110,0.836363636,0,1,"['0', '3']",['20'],['4']
336130,Shardlight,2016,Wadjet Eye Games,windows,325,0.898461538,0,1,"['2', '3', '4']",['13'],
336140,Unavowed,2018,Wadjet Eye Games,windows;mac,630,0.963492063,0,1,"['2', '3', '4']",['4'],['4']
336150,Virtual Pool 4,2015,Celeris,windows,199,0.793969849,1,1,['12'],['14'],
336160,Monsters!,2016,QuadraTron Games,windows;mac;linux,6,0.833333333,0,1,"['0', '3']",,['1']
336200,Starlaxis Supernova Edition,2015,Spiderwork Games,windows,51,0.62745098,0,1,"['0', '1', '3', '7']",,"['1', '4']"
336210,Just Death,2016,Radioactive-Software,windows,35,0.457142857,1,1,"['0', '3', '13']",,"['1', '4']"
336220,ORBITOR,2015,Evil Aliens,windows,26,0.730769231,0,1,"['0', '2', '3', '13']",,
336230,Way to Go!,2015,Makivision Games,windows;mac,21,0.952380952,0,1,['3'],['0'],
336240,Typoman,2016,Brainseed Factory,windows;mac;linux,335,0.874626866,0,1,"['2', '3']",,"['1', '4', '5']"
336280,Chronicles of a Dark Lord: Episode 1 Tides of Fate Complete,2014,Kisareth Studios,windows,86,0.674418605,0,1,"['3', '4']",,['7']
336300,Hearthlands,2017,Sergio & Simon,windows;mac;linux,312,0.846153846,0,1,"['1', '3', '8']",,
336380,Catmouth Island,2014,Colonthree Enterprises,windows;mac;linux,71,0.549295775,0,1,"['2', '3', '7']",,
336420,Bloodsports.TV,2015,Toadman Interactive;Fatshark,windows,465,0.784946237,1,1,"['0', '1', '3']",,"['2', '4']"
336440,Super Cane Magic ZERO,2015,Studio Evil,windows;mac;linux,206,0.95631068,1,1,"['0', '3', '4', '13']",,"['1', '2', '4']"
336520,Might & Magic Heroes Online,2015,Blue Byte,windows;mac;linux,693,0.398268398,1,1,"['1', '4', '11']",,['2']
336530,PD Howler 9.6 Digital Painter and Visual FX box,2015,Daniel Ritchie - Squirreldome.com;Philip Staiger - TheBest3D.com,windows,28,0.678571429,0,0,"['5', '6', '15', '16']",,
336610,Outcast 1.1,2014,Fresh3D,windows,419,0.91646778,0,1,"['0', '2', '4']",['16'],['4']
336630,Crash And Burn Racing,2014,Lunagames,windows,43,0.651162791,0,1,"['3', '9']",,['1']
336670,HIT,2015,Shifty Chair Games,windows,509,0.365422397,1,0,,,['2']
336680,TREBUCHET,2015,iconical Ltd.,windows;mac,34,0.764705882,1,1,"['1', '3', '7', '12']",,
336700,Elastrix,2014,Hyper Hippo Games,windows;mac;linux,21,0.857142857,0,1,"['3', '7']",['0'],
336710,Supreme League of Patriots - Episode 2: Patriot Frames,2015,No Bull Intentions,windows;mac;linux,26,0.846153846,0,1,"['2', '3']",['4'],['4']
336730,Supreme League of Patriots - Episode 3: Ice Cold in Ellis,2015,No Bull Intentions,windows;mac;linux,29,0.75862069,0,1,"['2', '3']",,['4']
336760,Pilot Brothers,2014,1C Wireless,windows,90,0.811111111,0,1,"['2', '7']",['4'],
336770,Pilot Brothers 2,2014,1C Wireless,windows,34,0.735294118,0,1,"['2', '7']",['4'],
336780,Pilot Brothers 3: Back Side of the Earth,2015,1C Wireless,windows,27,0.444444444,0,1,"['2', '7']",['4'],
336840,Color Guardians,2015,Fair Play Labs,windows;mac,24,0.875,0,1,"['0', '3']",,"['1', '4']"
336930,Redux: Dark Matters,2014,KTX Software,windows,32,0.65625,0,1,"['0', '3']",['8'],['4']
336940,Basingstoke,2018,Puppygames,windows;mac;linux,113,0.884955752,0,1,"['0', '2', '3']",,"['1', '4']"
337000,Deus Ex: Mankind Divided,2016,Eidos Montreal;Feral Interactive (Linux);Feral Interactive (Mac),windows;mac;linux,23367,0.685710618,0,1,"['0', '4']",,"['1', '4']"
337040,Deadnaut,2014,Screwfly Studios,windows;mac;linux,126,0.674603175,0,1,"['1', '3', '4']",,
337070,"Dimmdrive :: Gaming Ramdrive @ 10,000+ MB/s",2015,Dimmdrive Inc.,windows,376,0.667553191,0,0,['15'],,
337130,Bosch's Damnation,2015,MDNA Games,windows;mac,8,0.75,0,1,['2'],['4'],
337150,Sentinels of the Multiverse,2014,Handelabra Games Inc.,windows;mac;linux,747,0.862115127,1,1,"['1', '3']",['19'],"['2', '4', '8']"
337180,Velocity 2X,2015,FuturLab,windows,86,0.639534884,0,1,['0'],"['8', '13']",['4']
337210,Royal Bounty HD,2015,iosoftware,windows;mac,144,0.597222222,0,1,"['1', '2', '3', '4']",,
337220,Guild Commander,2015,GTGD,windows,76,0.486842105,0,1,"['1', '3', '8']",,
337270,Ostrich Island,2015,MeDungeon Ltd.,windows;mac;linux,231,0.852813853,1,1,"['2', '3', '4', '7']",,"['2', '8']"
337280,Planetship,2015,John Lawrence,windows;mac;linux,62,0.725806452,0,1,"['0', '2', '3']",,['1']
337290,Still Not Dead,2018,Greg Sergeant,windows,103,0.86407767,0,1,"['0', '3']",['7'],
337320,Paint the Town Red,2015,South East Games,windows;mac;linux,5241,0.906697195,1,1,"['0', '3', '13']",,"['1', '2', '8']"
337340,Finding Paradise,2017,Freebird Games,windows;mac;linux,6701,0.981644531,0,1,"['2', '3', '4']","['7', '22']","['4', '7']"
337350,Flywrench,2015,Messhof,windows;mac,184,0.956521739,0,1,"['0', '3', '7']",,"['1', '4']"
337360,Dead Island Retro Revenge,2016,Empty Clip Studios,windows,169,0.538461538,0,1,['0'],['20'],['1']
337420,Final Dusk,2014,Light Echo,windows,317,0.753943218,0,1,"['0', '2', '3', '7']",['1'],
337450,Dream Tale,2014,Green Lava Studios,windows,28,0.857142857,0,1,"['3', '7']",,
337480,Zombie Vikings,2015,Zoink Games,windows,226,0.805309735,1,1,"['0', '2']",,"['1', '2', '4']"
337490,Four Sided Fantasy,2016,Ludo Land,windows;mac,225,0.817777778,0,1,['3'],['0'],
337630,Bermuda,2015,InvertMouse,windows;mac;linux,213,0.544600939,0,1,"['2', '3']",['2'],
337650,Soft Body,2016,Zeke Virant,windows,33,0.939393939,0,1,"['0', '3']",['0'],['1']
337670,Default Dan,2015,Kikiwik Games,windows,41,0.951219512,0,1,"['0', '3', '7']",,"['1', '4']"
337680,Star Hammer: The Vanguard Prophecy,2015,Black Lab Games,windows;mac,118,0.762711864,0,1,"['1', '2', '8']",['11'],['4']
337700,SCS deORBIT,2015,Zero Dollarz,windows;linux,26,0.653846154,0,1,"['0', '2', '3', '8']",,"['1', '4']"
337720,The Sea Will Claim Everything,2016,Jonas Kyratzes,windows,147,0.979591837,0,1,"['2', '3']",['4'],['4']
337730,Battletank LOBA,2015,Five Archers Games,windows,11,0.363636364,0,1,"['0', '3', '7']",,
337760,Decisive Campaigns: The Blitzkrieg from Warsaw to Paris,2015,VR Designs,windows,52,0.884615385,1,1,"['1', '8']",['23'],
337820,The Mims Beginning,2016,Squatting Penguins,windows;mac;linux,208,0.798076923,0,1,"['1', '3', '8']",,
337850,Avernum 2: Crystal Souls,2015,Spiderweb Software,windows;mac,151,0.860927152,0,1,"['1', '2', '3', '4']",,['4']
337880,One Late Night: Deadline,2014,Black Curtain Studio,windows,122,0.254098361,0,1,"['2', '3', '8']",,
337890,Dysfunctional Systems: Orientation,2017,Dischan Media,windows;mac;linux,50,0.82,0,1,"['3', '7']",['2'],
337930,Nameless ~The one thing you must recall~,2014,Sujin Ri;Yunjeong Yun;Hyein Go;Minsu Ock;Marcos Arroyo;Seona Lee;Sohyeon Jeon,windows;mac,510,0.935294118,0,1,['8'],['2'],['4']
337940,X-note,2015,Zeiva Inc,windows,102,0.823529412,0,1,"['2', '3', '7', '8']","['1', '2']",
337950,The SKIES,2016,Eforb,windows,3765,0.45312085,1,0,"['4', '11', '13']",['10'],
337960,ClusterPuck 99,2015,PHL Collective,windows;mac;linux,100,0.78,1,1,"['3', '12']",['14'],['1']
337970,Wildlife Park - Wild Creatures,2015,b-alive gmbh,windows;mac,15,0.6,0,1,"['1', '3', '7', '8']",,['4']
337980,Vagrant Hearts,2015,Warfare Studios,windows,100,0.76,0,1,"['2', '3', '4', '7']",,"['1', '4']"
338030,Mission Control: NanoMech,2014,WisdomTools,windows;mac,9,0.333333333,0,1,"['0', '2', '4', '13']",,
338040,Bears Can't Drift!?,2016,Arran Langmead,windows,61,0.704918033,0,1,"['3', '9']",,['1']
338050,Anoxemia,2015,BSK Games,windows;mac;linux,370,0.654054054,0,1,"['2', '3', '7']",,['4']
338060,Mahjong Pretty Girls Battle,2015,Zoo Corporation,windows,320,0.6375,0,1,['7'],['1'],
338110,Khaba,2015,Hello There AB,windows;mac,26,0.923076923,0,1,"['2', '7']",['0'],
338120,Marble Duel,2015,HeroCraft Krasnodar,windows;linux,236,0.665254237,0,1,"['3', '7']",['0'],['1']
338130,Strategy & Tactics: Wargame Collection,2016,HeroCraft,windows;mac,191,0.685863874,1,1,['1'],,
338140,Venetica - Gold Edition,2015,Deck13,windows,304,0.769736842,0,1,"['0', '2', '3', '4']",,
338170,Ratz Instagib,2016,Lino Slahuschek,windows;mac,2505,0.854291417,1,0,"['0', '3']",['6'],
338180,Batla,2015,[geim].pro,windows,2864,0.587988827,1,0,['0'],['6'],['8']
338190,Just Get Through,2015,Retrific,windows,198,0.883838384,0,1,"['0', '2', '3', '7', '9']",,"['1', '4']"
338260,Usagi Yojimbo: Way of the Ronin,2015,HappyGiant,windows;mac,18,0.388888889,0,1,"['0', '3']",,
338290,Molecats,2018,Vidroid,windows;mac;linux,15,0.933333333,0,1,"['3', '7']",['0'],"['1', '4']"
338300,Disney's Chicken Little: Ace in Action,2015,Avalanche Software,windows,14,0.857142857,0,1,"['0', '2']",['23'],['4']
338310,Warden: Melody of the Undergrowth,2016,Cardboard Keep,windows;mac;linux,58,0.827586207,0,1,"['0', '2', '3', '4']",,"['1', '4']"
